

馃嚚馃嚦4K瓒呮竻,#genre#
CGTN,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600014550
CGTN绾綍,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600084781
CGTN淇勮,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600084758
CGTN娉曡,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600084704
CGTN瑗胯,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600084744
CGTN闃胯,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600084782

CGTN,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.cgtn.com/tv
CGTN,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.yangshipin.cn/tv/home?pid=600014550
CGTN Espa帽ol,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://espanol.cgtn.com/en-directo
CGTN Espa帽ol,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.yangshipin.cn/tv/home?pid=600084744
CGTN Fran莽ais,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://francais.cgtn.com/channel
CGTN Fran莽ais,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.yangshipin.cn/tv/home?pid=600084704
CGTN 丕賱毓乇亘賷丞,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://arabic.cgtn.com/channel
CGTN 丕賱毓乇亘賷丞,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.yangshipin.cn/tv/home?pid=600084782
CGTN 袪褍褋褋泻懈泄,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://russian.cgtn.com/channel
CGTN 袪褍褋褋泻懈泄,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.yangshipin.cn/tv/home?pid=600084758
CGTN Documentary,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.cgtn.com/channel/documentary
CGTN Documentary,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://www.yangshipin.cn/tv/home?pid=600084781
CCTV4娆ф床,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://tv.cctv.com/live/cctveurope/index.shtml
CCTV4缇庢床,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://tv.cctv.com/live/cctvamerica/

椋庝簯鍓у満,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600099658
绗竴鍓у満,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600099655
鎬€鏃у墽鍦�,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600099620
鍖椾含鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002309
姹熻嫃鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002521
涓滄柟鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002483
娴欐睙鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002520
婀栧崡鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002475
婀栧寳鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002508
骞夸笢鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002485
骞胯タ鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002509
榛戦緳姹熷崼瑙�,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002498
娴峰崡鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002506
閲嶅簡鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002531
娣卞湷鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002481
鍥涘窛鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002516
娌冲崡鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002525
涓滃崡鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002484
璐靛窞鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002490
姹熻タ鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002503
杈藉畞鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002505
瀹夊窘鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002532
娌冲寳鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002493
灞变笢鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600002513
澶╂触鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600152137
鍚夋灄鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190405
闄曡タ鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190400
瀹佸鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190737
鍐呰挋鍙ゅ崼瑙�,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190401
浜戝崡鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190402
灞辫タ鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190407
闈掓捣鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190406
瑗胯棌鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190403
鐢樿們鍗,https://5266.kstore.space/k-web/ku9/js/ku9wye.js?id=https://yangshipin.cn/tv/home?pid=600190408

馃嚚馃嚦鍜挄瑙嗛,#genre#,JS=https://5266.kstore.space/cjmg.js

CCTV1缁煎悎,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=608807420
CCTV2璐㈢粡,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=631780532
CCTV3缁艰壓,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=624878271
CCTV4涓枃鍥介檯,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=631780421
CCTV5浣撹偛,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=641886683
CCTV5+浣撹偛璧涗簨,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=641886773
CCTV6鐢靛奖,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=624878396
CCTV7鍥介槻鍐涗簨,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=673168121
CCTV8鐢佃鍓�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=624878356
CCTV9绾綍,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=673168140
CCTV10绉戞暀,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=624878405
CCTV11鎴忔洸,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=667987558
CCTV12绀句細涓庢硶,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=673168185
CCTV13鏂伴椈,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=608807423
CCTV14灏戝効,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=624878440
CCTV15闊充箰,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=673168223
CCTV17鍐滀笟鍐滄潙,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=673168256
CCTV4娆ф床,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=608807419
CCTV4缇庢床,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=608807416
CGTN澶栬绾綍,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=609006487
CGTN闃挎媺浼,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=609154345
CGTN瑗跨彮鐗欒,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=609006450
CGTN娉曡,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=609006476
CGTN淇勮,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=609006446
鑰佹晠浜�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=884121956
涓鐢�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=708869532
CGTN,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=609017205
涓滄柟鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=651632648
姹熻嫃鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=623899368
骞夸笢鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=608831231
姹熻タ鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=783847495
娌冲崡鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=790187291
闄曡タ鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=738910838
澶ф咕鍖哄崼瑙�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=608917627
婀栧寳鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=947472496
鍚夋灄鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=947472500
闈掓捣鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=947472506
涓滃崡鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=849116810
娴峰崡鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=947472502
娴峰场鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=849119120
涓浗鍐滄灄鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=956904896
鍏靛洟鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=956923145
杈藉畞鍗,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=630291707
涓婃捣鏂伴椈缁煎悎,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=651632657
涓婅涓滄柟褰辫,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=617290047
鍗椾含鏂伴椈缁煎悎棰戦亾,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=838109047
鍗椾含鏁欑棰戦亾,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=838153729
鍗椾含鍗佸叓棰戦亾,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=838151753
姹熻嫃鍩庡競棰戦亾,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=626064714
姹熻嫃鍥介檯,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=626064674
姹熻嫃鏁欒偛,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=628008321
姹熻嫃褰辫棰戦亾,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=626064697
姹熻嫃缁艰壓棰戦亾,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=626065193
鍏叡鏂伴椈棰戦亾,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=626064693
鐩愬煄鏂伴椈缁煎悎,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=639731825
娣畨鏂伴椈缁煎悎,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=639731826
娉板窞鏂伴椈缁煎悎,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=639731818
杩炰簯娓柊闂荤患鍚�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=639731715
瀹胯縼鏂伴椈缁煎悎,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=639731832
寰愬窞鏂伴椈缁煎悎,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=639731747
浼樻极鍗￠€氶閬�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=626064703
姹熼槾鏂伴椈缁煎悎,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=955227979
鍗楅€氭柊闂荤患鍚�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=955227985
瀹滃叴鏂伴椈缁煎悎,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=955227996
婧ф按鏂伴椈缁煎悎,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=639737327
闄曡タ閾堕緞棰戦亾,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=956909362
闄曡タ閮藉競闈掓槬棰戦亾,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=956909358
闄曡タ浣撹偛浼戦棽棰戦亾,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=956909356
闄曡タ绉﹁厰棰戦亾,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=956909303
闄曡タ鏂伴椈璧勮棰戦亾,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=956909289
璐㈠瘜澶╀笅,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=956923159
缁忓吀棣欐腐鐢靛奖,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=625703337
鎶楁垬缁忓吀褰辩墖,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=617432318
鏂扮墖鏀炬槧鍘�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=619495952
CHC褰辫糠鐢靛奖,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=952383261
鍜岀編涔￠€旇疆鎾彴,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=713591450
楂樻竻澶х墖,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=629943678
鍗楁柟褰辫,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=614961829
琛€鑹插北娌陈锋姉鏃ユ垬浜夊奖鍍忓織,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=713600957
鐔婄尗棰戦亾01楂樻竻,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=609158151
鐔婄尗棰戦亾1,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=608933610
鐔婄尗棰戦亾2,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=608933640
鐔婄尗棰戦亾3,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=608934619
鐔婄尗棰戦亾4,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=608934721
鐔婄尗棰戦亾5,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=608935104
鐔婄尗棰戦亾6,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=608935797
鐔婄尗棰戦亾7,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=609169286
鐔婄尗棰戦亾8,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=609169287
鐔婄尗棰戦亾9,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=609169226
鐔婄尗棰戦亾10,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=609169285
鏈€寮虹患鑹鸿洞,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=629942228
鍢変匠鍗￠€�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=614952364
缁忓吀鍔ㄧ敾澶ч泦鍚�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=629942219
鏂板姩鍔涢噺鍒涗竴娴�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=713589837
鐜悆鏃呮父,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=958475356
閽卞姹�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=647370520
浜旂幆浼犲,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=707671890
璧涗簨鏈€缁忓吀,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=646596895
鎺艰泲绮捐嫳璧�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=631354620
浣撳潧鍚嶆爮姹�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=629943305
鍥涙捣閽撻奔,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=637444975
鍜挄24灏忔椂浣撹偛鍙�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=654102378
24灏忔椂鍩庡競鑱旇禌杞挱鍙�,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=915512915
姝︽湳涓栫晫,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=958475359
CETV1,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=923287154
CETV2,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=923287211
CETV4,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=923287339
灞变笢鏁欒偛,http://A/ku9/js/鍜挄瓒呯畝鐗�.js?id=609154353



馃嚚馃嚦澶鎶曞睆,#genre#,JS=https://5266.kstore.space/cctvnews.js
CCTV1缁煎悎,http://A/ku9/js/cctvnews.js?id=cctv1
CCTV2璐㈢粡,http://A/ku9/js/cctvnews.js?id=cctv2
CCTV4鍥介檯,http://A/ku9/js/cctvnews.js?id=cctv4
CCTV13鏂伴椈,http://A/ku9/js/cctvnews.js?id=cctv13
CCTV9绾綍,http://A/ku9/js/cctvnews.js?id=cctv9
CCTV10绉戞暀,http://A/ku9/js/cctvnews.js?id=cctv10
CCTV7鍥介槻鍐涗簨,http://A/ku9/js/cctvnews.js?id=cctv7
CCTV12娉曞埗,http://A/ku9/js/cctvnews.js?id=cctv12
CCTV17鍐滀笟,http://A/ku9/js/cctvnews.js?id=cctv17
CCTV4K,http://A/ku9/js/cctvnews.js?id=cctv4k



馃嚚馃嚦鍐呰挋鑱旈€�,#genre#
CCTV-1楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.66:4120 

CCTV-2楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.65:4120 

CCTV-3楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.52:4120 

CCTV-4楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.64:4120 

CCTV-5楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.54:4120 

CCTV-6楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.56:4120 

CCTV-7楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.63:4120 

CCTV-8楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.58:4120 

CCTV-9楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.62:4120 

CCTV-10楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.61:4120 

CCTV-11楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.1.101:4120 

CCTV-12楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.60:4120 

CCTV-13,http://tv.zhangzp.top:4022/udp/239.125.2.100:8003 

CCTV-14楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.59:4120 

CCTV-15楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.1.102:4120 

CCTV-NEWS,http://tv.zhangzp.top:4022/udp/234.1.3.22:5000 

CCTV-5+楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.1.57:5000 

鍐呰挋鍙よ挋鍙よ鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.1.66:5000 

鍐呰挋鍙ゅ崼瑙嗛珮娓�,http://tv.zhangzp.top:4022/udp/239.125.1.59:5000 

鍐呰挋鍙ょ粡娴庣敓娲婚珮娓�,http://tv.zhangzp.top:4022/udp/239.125.1.74:4120 

鍐呰挋鍙ゆ枃浣撳ū涔愰珮娓�,http://tv.zhangzp.top:4022/udp/239.125.1.72:4120 

鍐呰挋鍙ゅ啘鐗ч閬撻珮娓�,http://tv.zhangzp.top:4022/udp/239.125.1.73:4120 

鍐呰挋鍙ゆ柊闂荤患鍚堥珮娓�,http://tv.zhangzp.top:4022/udp/239.125.1.70:4120 

鍐呰挋鍙よ挋璇枃鍖栭珮娓�,http://tv.zhangzp.top:4022/udp/239.125.1.71:4120 

鍐呰挋鍙ゅ皯鍎块珮娓�,http://tv.zhangzp.top:4022/udp/239.125.1.69:4120 

鍖呭ご鏂伴椈缁煎悎楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.187:4400 

鍖呭ご鐢熸椿鏈嶅姟楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.186:4400 

鍖呭ご缁忔祹楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.10:5000 

娴欐睙鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.68:4120 

姹熻嫃鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.69:4120 

婀栧寳鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.74:4120 

骞夸笢鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.71:4120 

涓変匠璐墿,http://tv.zhangzp.top:4022/udp/234.1.2.208:5000 

灞辫タ鍗,http://tv.zhangzp.top:4022/udp/234.1.3.36:5000 

璐靛窞鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.80:4120 

涓滄柟鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.82:4120 

杈藉畞鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.72:4120 

灞变笢鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.75:4120 

鍚夋灄鍗,http://tv.zhangzp.top:4022/udp/234.1.3.42:5000 

榛戦緳姹熷崼瑙嗛珮娓�,http://tv.zhangzp.top:4022/udp/239.125.2.83:4120 

骞胯タ鍗,http://tv.zhangzp.top:4022/udp/234.1.3.52:5000 

鍏靛洟鍗,http://tv.zhangzp.top:4022/udp/234.1.3.60:5000 

瀹夊窘鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.78:4120 

鍖椾含鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.73:4120 

涓滃崡鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.77:4120 

娌冲寳鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.70:4120 

澶╂触鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.81:4120 

婀栧崡鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.67:4120 

鍥涘窛鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.79:4120 

鍗￠叿鍔ㄧ敾,http://tv.zhangzp.top:4022/udp/234.1.3.55:5000 

娣卞湷鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.76:4120 

瀹佸鍗,http://tv.zhangzp.top:4022/udp/234.1.3.27:5000 

IPTV璋嶆垬鍓у満,http://tv.zhangzp.top:4022/udp/234.1.3.139:5000 

浜戝崡鍗,http://tv.zhangzp.top:4022/udp/234.1.3.23:5000 

閲嶅簡鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.102:4130 

娌冲崡鍗,http://tv.zhangzp.top:4022/udp/234.1.3.28:5000 

姹熻タ鍗楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.101:4129 

IPTV3+,http://tv.zhangzp.top:4022/udp/234.1.3.127:5000 

IPTV5+,http://tv.zhangzp.top:4022/udp/234.1.3.128:5000 

IPTV6+,http://tv.zhangzp.top:4022/udp/234.1.3.129:5000 

